,Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
2905,1,66000.0,Бизнес,Вторичный рынок,3,70.0,3,9,0,0,1,1,1,1,1,1,0
2906,1,66000.0,Бизнес,Вторичный рынок,3,70.0,3,9,0,0,1,1,1,1,1,1,0
2907,2,48000.0,Бизнес,Вторичный рынок,2,60.0,7,9,1,0,1,1,1,1,1,1,0
2908,1,47000.0,Бизнес,Вторичный рынок,2,52.0,1,4,0,0,0,0,0,0,0,0,0
2909,1,36200.0,Бизнес,Вторичный рынок,1,35.0,1,4,0,0,1,1,1,1,1,0,0
2910,2,15999.0,Бизнес,Вторичный рынок,1,15.0,4,4,1,0,0,0,0,0,0,0,0
2911,2,280000.0,Бизнес,Вторичный рынок,5,350.0,1,4,1,0,0,0,0,0,0,0,0
2912,1,65000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,1,1,1,1,1,0,0
2913,0,42000.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
2914,1,49000.0,Бизнес,Новостройки,2,47.0,9,9,0,0,1,0,0,0,0,0,0
2915,0,46500.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,1,1,1,1,1,1,0
2916,0,44500.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,0,1,1,1,1,1,1,0
2917,0,40500.0,Бизнес,Вторичный рынок,2,54.0,3,4,0,0,0,0,0,0,0,0,0
2918,2,51000.0,Бизнес,Вторичный рынок,1,31.0,2,4,0,0,0,0,0,0,0,0,0
2919,1,115000.0,Бизнес,Новостройки,4,120.0,3,7,0,1,1,1,1,1,1,1,0
2920,0,33699.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,0,0,0,0,0,0,0,0
2921,1,32999.0,Бизнес,Новостройки,2,45.0,1,4,0,0,1,1,1,1,1,1,0
2922,1,39000.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
2923,2,54800.0,Частное лицо,Вторичный рынок,4,80.0,5,5,1,0,1,1,1,1,1,1,0
2924,2,137000.0,Бизнес,Новостройки,3,100.0,5,8,1,1,1,1,1,1,1,1,0
2925,0,39500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
2926,0,38500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
2927,2,120000.0,Частное лицо,Новостройки,3,91.0,3,7,0,0,0,0,0,0,0,0,0
2928,0,38500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
2929,0,32499.0,Бизнес,Вторичный рынок,1,40.0,6,9,1,0,0,0,0,0,0,0,0
2930,0,32500.0,Бизнес,Вторичный рынок,1,42.0,4,5,0,0,1,1,1,1,1,1,0
2932,0,87000.0,Бизнес,Новостройки,4,96.0,1,9,0,0,0,0,0,0,0,0,0
2933,0,37500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
2934,1,66200.0,Бизнес,Новостройки,3,75.0,8,9,0,0,1,1,1,1,1,1,0
2935,0,73000.0,Бизнес,Вторичный рынок,4,120.0,9,9,0,0,0,0,0,0,0,0,0
2936,1,65000.0,Бизнес,Вторичный рынок,4,93.0,3,5,0,0,0,0,0,0,0,0,0
2937,1,69000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
2939,2,63000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
2940,2,76000.0,Бизнес,Вторичный рынок,3,70.0,4,9,0,0,1,1,1,1,1,0,0
2941,0,50500.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,1,1,1,1,1,1,0
2942,0,38000.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
2943,2,110000.0,Бизнес,Новостройки,3,80.0,7,9,1,0,0,0,0,0,0,0,0
2944,0,41500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
2945,0,51500.0,Бизнес,Вторичный рынок,2,60.0,5,9,0,0,1,1,1,1,1,1,0
2946,0,30500.0,Бизнес,Новостройки,3,78.0,5,7,0,0,1,1,1,1,1,1,0
2947,0,43500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,1,1,1,1,1,1,1,0
2948,0,56000.0,Бизнес,Вторичный рынок,3,77.0,2,4,0,0,1,1,1,1,1,1,0
2949,1,60000.0,Бизнес,Новостройки,3,80.0,4,5,0,1,1,1,1,1,1,1,0
2950,0,54999.0,Бизнес,Вторичный рынок,2,60.0,1,4,1,0,0,0,0,0,0,0,0
2951,2,160000.0,Бизнес,Вторичный рынок,4,112.0,4,5,1,1,1,1,1,1,1,1,0
2952,1,60000.0,Бизнес,Вторичный рынок,3,75.0,5,9,0,0,1,1,1,1,1,0,0
2953,0,34800.0,Бизнес,Вторичный рынок,1,28.0,4,4,1,1,1,1,1,1,1,1,0
2954,0,47500.0,Бизнес,Вторичный рынок,2,48.0,2,4,1,0,1,1,1,1,1,1,0
2955,0,41000.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,0,0,0,0,0,0,0,0
2956,0,56000.0,Бизнес,Вторичный рынок,4,58.0,2,4,0,0,0,0,0,0,0,0,0
2957,0,64999.0,Бизнес,Вторичный рынок,2,60.0,1,4,1,0,0,0,0,0,0,0,0
2958,0,37500.0,Бизнес,Новостройки,2,60.0,4,4,0,0,1,1,1,1,1,1,0
2959,0,45500.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,0,1,1,1,1,1,1,0
2960,0,31000.0,Бизнес,Вторичный рынок,1,35.0,1,4,0,0,1,1,1,1,1,1,0
2961,0,43500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
2962,2,42000.0,Бизнес,Вторичный рынок,1,40.0,3,5,1,0,1,1,1,1,1,1,0
2963,2,76000.0,Бизнес,Вторичный рынок,3,70.0,4,9,0,0,1,1,1,1,1,1,0
2964,1,80000.0,Бизнес,Новостройки,3,80.0,2,7,0,0,0,0,0,0,0,0,0
2965,2,180000.0,Бизнес,Новостройки,4,121.0,4,8,1,1,1,1,1,1,1,1,0
2966,0,29500.0,Бизнес,Вторичный рынок,1,33.0,4,4,1,0,1,1,1,1,1,1,0
2967,1,240000.0,Бизнес,Новостройки,4,125.0,5,8,1,0,1,1,1,1,1,1,0
2968,0,31000.0,Бизнес,Вторичный рынок,1,35.0,1,4,0,0,1,1,1,1,1,1,0
2969,0,66700.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
2970,0,64000.0,Бизнес,Вторичный рынок,4,80.0,2,4,1,0,1,1,1,1,1,1,0
2971,0,37000.0,Бизнес,Новостройки,2,62.0,4,5,0,1,0,0,0,0,1,1,0
2972,0,32000.0,Бизнес,Вторичный рынок,2,52.0,8,9,0,0,1,1,1,1,1,1,0
2973,0,29500.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,0,1,1,1,1,1,1,0
2974,2,41000.0,Бизнес,Вторичный рынок,2,54.0,5,5,0,0,1,1,1,1,1,1,0
2975,0,33500.0,Бизнес,Вторичный рынок,1,40.0,1,4,1,0,1,1,1,1,1,1,0
2976,1,40000.0,Бизнес,Вторичный рынок,2,57.0,4,4,0,0,1,1,1,1,1,1,0
2977,0,51000.0,Частное лицо,Вторичный рынок,3,66.0,1,7,1,1,1,1,1,1,1,1,0
2978,2,52000.0,Бизнес,Вторичный рынок,3,61.0,3,4,0,0,1,1,1,1,1,1,0
2979,0,38500.0,Бизнес,Вторичный рынок,2,52.0,5,5,1,0,1,1,1,1,1,1,0
2980,2,58000.0,Бизнес,Вторичный рынок,2,50.0,2,4,1,0,1,1,1,1,1,1,0
2981,0,25000.0,Бизнес,Вторичный рынок,1,38.0,4,4,0,0,0,0,1,1,1,1,0
2982,1,135000.0,Частное лицо,Новостройки,2,60.0,7,9,0,1,1,1,1,1,1,1,0
2983,1,45000.0,Бизнес,Вторичный рынок,2,52.0,1,4,0,0,0,0,0,0,0,0,0
2984,0,75000.0,Бизнес,Новостройки,6,200.0,9,9,0,0,1,1,1,1,1,1,0
2985,0,45000.0,Бизнес,Вторичный рынок,3,65.0,4,4,0,0,1,1,1,1,1,1,0
2986,0,87000.0,Бизнес,Новостройки,4,96.0,1,9,0,0,0,0,0,0,0,0,0
2987,2,58000.0,Бизнес,Вторичный рынок,2,62.0,7,9,0,0,0,0,0,0,0,0,0
2988,0,54500.0,Частное лицо,Вторичный рынок,4,80.0,5,5,1,0,1,1,1,1,1,1,0
2989,0,27500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
2990,0,33500.0,Бизнес,Вторичный рынок,1,42.0,1,5,0,0,1,1,1,1,1,1,0
2991,1,39500.0,Бизнес,Вторичный рынок,1,40.0,1,5,0,0,1,0,0,0,0,0,0
2992,0,37500.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
2993,2,55500.0,Бизнес,Вторичный рынок,2,54.0,1,4,1,0,1,1,1,1,1,1,0
2994,1,85000.0,Бизнес,Вторичный рынок,5,123.0,5,9,0,0,1,1,1,1,1,1,0
2995,0,36500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
2996,0,54000.0,Бизнес,Вторичный рынок,3,65.0,2,4,0,0,1,1,1,1,1,1,0
2997,1,72000.0,Бизнес,Новостройки,3,70.0,6,9,1,0,0,0,0,0,0,0,0
2998,0,29500.0,Бизнес,Вторичный рынок,2,33.0,4,4,1,0,1,1,1,1,1,1,0
2999,0,33000.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,0,1,1,1,1,1,1,0
3000,0,30000.0,Бизнес,Вторичный рынок,1,38.0,3,4,0,0,1,1,1,1,1,1,0
3001,1,55000.0,Бизнес,Вторичный рынок,4,84.0,3,4,0,0,0,0,0,0,0,0,0
3002,0,51000.0,Бизнес,Вторичный рынок,4,95.0,9,9,0,0,1,1,1,1,1,1,0
3003,2,60000.0,Частное лицо,Вторичный рынок,4,102.0,7,9,1,0,1,1,1,1,1,1,0
3004,0,28000.0,Бизнес,Вторичный рынок,1,30.0,4,10,0,0,1,1,1,1,1,1,0
3005,1,43200.0,Бизнес,Вторичный рынок,2,51.0,4,4,0,0,1,1,1,1,1,1,0
3006,1,78000.0,Бизнес,Новостройки,3,75.0,6,9,1,0,1,1,1,1,1,1,0
3007,2,47000.0,Частное лицо,Вторичный рынок,3,83.0,8,9,1,0,1,1,1,1,1,1,0
3008,2,360000.0,Бизнес,Новостройки,4,211.0,5,8,1,0,0,0,0,0,0,0,0
3009,0,67500.0,Бизнес,Вторичный рынок,4,100.0,4,4,0,0,0,0,0,0,0,0,0
3010,1,50000.0,Бизнес,Вторичный рынок,4,95.0,9,9,0,0,1,1,1,1,1,1,0
3011,0,42500.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
3012,1,62000.0,Бизнес,Вторичный рынок,2,65.0,8,9,1,0,0,0,0,0,0,0,0
3013,0,45500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,1,1,1,1,1,1,0
3014,0,35500.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
3015,0,35500.0,Бизнес,Вторичный рынок,2,60.0,9,9,1,0,1,1,1,1,1,1,0
3016,1,46000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
3017,0,48000.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,0,1,1,1,1,1,1,0
3018,1,116000.0,Бизнес,Новостройки,3,96.0,7,7,1,1,1,1,1,1,1,1,0
3019,0,35500.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
3020,1,51000.0,Бизнес,Вторичный рынок,2,56.0,3,9,1,1,1,1,1,1,1,1,0
3021,1,54000.0,Бизнес,Вторичный рынок,3,78.0,3,4,0,0,1,1,1,1,1,1,0
3022,0,47000.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
3023,0,56500.0,Бизнес,Вторичный рынок,3,60.0,5,5,1,0,1,1,1,1,1,1,0
3024,0,42500.0,Бизнес,Вторичный рынок,3,65.0,5,5,0,0,1,1,1,1,1,1,0
3025,1,105000.0,Бизнес,Новостройки,4,125.0,3,5,1,0,1,1,1,1,1,1,0
3026,0,49000.0,Бизнес,Вторичный рынок,3,65.0,3,4,1,0,1,1,1,1,1,1,0
3027,0,46000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,1,1,1,1,1,1,0
3028,0,42000.0,Бизнес,Новостройки,3,55.0,6,7,0,0,1,1,1,1,1,1,0
3029,1,70000.0,Бизнес,Вторичный рынок,3,72.0,1,5,0,0,1,1,1,1,1,1,0
3030,0,43500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
3031,0,43000.0,Бизнес,Вторичный рынок,3,63.0,4,4,0,0,1,1,1,1,1,1,0
3032,2,115000.0,Бизнес,Новостройки,3,1.0,8,9,0,1,1,1,1,1,1,1,0
3033,0,29500.0,Бизнес,Вторичный рынок,1,35.0,3,4,0,0,1,1,1,1,1,1,0
3034,1,47000.0,Бизнес,Вторичный рынок,1,45.0,2,9,1,1,1,1,1,1,1,1,0
3035,1,45500.0,Бизнес,Вторичный рынок,3,65.0,1,4,0,0,1,1,1,1,1,1,0
3036,1,46000.0,Бизнес,Вторичный рынок,2,52.0,2,4,0,0,0,0,0,0,0,0,0
3037,1,56000.0,Бизнес,Вторичный рынок,2,55.0,4,5,0,0,0,0,0,0,0,0,0
3038,1,47300.0,Бизнес,Вторичный рынок,2,52.0,4,4,0,0,1,1,1,1,1,1,0
3039,0,39500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
3040,2,190000.0,Бизнес,Вторичный рынок,4,120.0,7,10,1,0,0,0,0,0,0,0,0
3041,1,146000.0,Бизнес,Вторичный рынок,3,85.0,2,4,1,1,1,1,1,1,1,1,0
3042,0,35000.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
3043,0,41500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
3044,1,46500.0,Бизнес,Вторичный рынок,2,50.0,2,4,1,0,1,1,1,1,1,1,0
3045,0,31000.0,Бизнес,Вторичный рынок,1,33.0,3,4,0,0,1,1,1,1,1,1,0
3046,0,45500.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,1,1,1,1,1,1,0
3047,1,30000.0,Бизнес,Вторичный рынок,1,37.0,1,4,0,0,1,1,0,0,1,1,0
3048,0,54500.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,1,1,1,1,1,1,0
3049,0,54000.0,Бизнес,Вторичный рынок,4,85.0,5,5,0,0,1,1,1,1,1,1,0
3050,0,49500.0,Бизнес,Вторичный рынок,3,65.0,2,4,0,0,1,1,1,1,1,1,0
3051,0,40500.0,Бизнес,Вторичный рынок,1,28.0,1,4,1,0,0,0,0,0,0,0,0
3052,0,38500.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,0,1,1,1,1,1,1,0
3053,1,85000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,0,0,0,0,0,0,0,0
3054,1,41500.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,1,1,1,1,1,1,0
3055,0,37000.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
3056,1,10500.0,Бизнес,Вторичный рынок,1,14.0,3,4,0,0,1,1,0,0,0,1,0
3057,0,55000.0,Бизнес,Вторичный рынок,3,65.0,2,4,1,0,1,1,1,1,1,1,0
3058,0,45500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
3059,2,45000.0,Бизнес,Вторичный рынок,2,56.0,5,5,0,0,1,1,1,1,1,1,0
3060,2,56000.0,Бизнес,Вторичный рынок,2,56.0,3,4,0,0,0,0,0,0,0,0,0
3061,0,59000.0,Бизнес,Вторичный рынок,3,72.0,8,9,0,0,1,1,1,1,1,1,0
3062,2,47000.0,Бизнес,Вторичный рынок,2,60.0,4,4,0,0,1,1,1,1,1,1,0
3063,0,31500.0,Бизнес,Вторичный рынок,1,33.0,1,4,1,0,1,1,1,1,1,1,0
3064,1,66000.0,Бизнес,Вторичный рынок,3,72.0,2,4,0,0,0,0,0,0,0,0,0
3065,2,57000.0,Бизнес,Вторичный рынок,3,75.0,3,9,0,0,1,1,1,1,1,1,0
3066,0,66000.0,Бизнес,Вторичный рынок,3,65.0,1,4,1,0,1,1,1,1,1,1,0
3067,0,45500.0,Бизнес,Вторичный рынок,2,60.0,4,9,0,0,1,1,1,1,1,1,0
3068,0,75000.0,Бизнес,Вторичный рынок,3,95.0,4,4,1,1,1,1,1,1,1,1,0
3070,1,43000.0,Бизнес,Вторичный рынок,2,50.0,2,5,0,0,0,0,0,0,0,0,0
3071,1,28000.0,Бизнес,Вторичный рынок,1,50.0,1,4,0,0,1,1,1,1,1,1,0
3072,0,34000.0,Бизнес,Вторичный рынок,2,42.0,4,5,0,0,1,1,1,1,1,1,0
3073,1,26500.0,Бизнес,Вторичный рынок,1,35.0,1,4,0,0,1,1,1,1,1,1,0
3074,2,66000.0,Бизнес,Вторичный рынок,3,75.0,9,9,1,1,1,1,1,1,1,1,0
3075,0,33500.0,Бизнес,Вторичный рынок,1,33.0,1,4,1,0,1,1,1,1,1,1,0
3076,0,56000.0,Бизнес,Вторичный рынок,3,77.0,2,4,0,0,1,1,1,1,1,1,0
3077,1,47000.0,Бизнес,Вторичный рынок,3,68.0,3,4,0,0,0,0,0,0,0,0,0
3078,0,28000.0,Бизнес,Вторичный рынок,2,53.0,1,2,1,0,1,1,1,1,1,1,0
3079,0,39500.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
3080,2,56000.0,Бизнес,Вторичный рынок,2,65.0,7,9,0,0,1,1,1,1,1,1,0
3081,0,36500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
3082,2,75000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,1,1,1,1,1,1,1,0
3083,0,67000.0,Бизнес,Вторичный рынок,4,89.0,3,4,0,0,1,1,1,1,1,1,0
3084,1,46999.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
3085,0,28500.0,Бизнес,Вторичный рынок,1,46.0,2,5,0,0,1,1,1,1,1,1,0
3086,2,360000.0,Бизнес,Новостройки,4,211.0,5,9,1,1,1,1,1,1,1,1,0
3087,2,37500.0,Бизнес,Вторичный рынок,1,28.0,4,5,1,0,1,1,1,1,1,1,0
3088,0,50500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
3089,0,51000.0,Бизнес,Вторичный рынок,3,60.0,5,5,0,0,1,1,1,1,1,1,0
3090,1,46000.0,Бизнес,Вторичный рынок,2,42.0,3,4,0,0,0,0,0,0,0,0,0
3091,0,45500.0,Бизнес,Вторичный рынок,3,65.0,2,4,0,0,1,1,1,1,1,1,0
3092,2,59000.0,Бизнес,Вторичный рынок,3,70.0,2,4,0,0,0,0,0,0,0,0,0
3093,0,40500.0,Бизнес,Вторичный рынок,1,28.0,1,4,1,0,0,0,0,0,0,0,0
3094,0,138000.0,Бизнес,Новостройки,3,96.0,3,8,0,0,1,1,1,1,1,1,0
3095,0,43500.0,Бизнес,Вторичный рынок,2,46.0,3,4,1,0,1,1,1,1,1,1,0
3096,1,50000.0,Частное лицо,Вторичный рынок,2,60.0,4,4,0,0,1,1,1,1,0,0,0
3097,1,50000.0,Частное лицо,Вторичный рынок,3,72.0,3,5,1,0,1,0,0,0,1,0,0
3098,0,30500.0,Бизнес,Вторичный рынок,1,40.0,4,5,0,0,1,1,1,1,1,1,0
3099,2,69000.0,Бизнес,Вторичный рынок,3,70.0,2,9,0,0,1,1,1,1,1,1,0
3100,0,37000.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
3101,0,32700.0,Бизнес,Вторичный рынок,1,33.0,3,5,0,0,1,1,1,1,1,1,0
3102,1,62000.0,Бизнес,Вторичный рынок,3,67.0,2,5,1,0,0,0,0,0,0,0,0
3103,1,49500.0,Бизнес,Вторичный рынок,3,72.0,4,9,1,0,1,1,1,1,1,1,0
3104,2,56000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
3105,1,70000.0,Бизнес,Вторичный рынок,4,96.0,4,4,1,0,0,0,0,0,0,0,0
3106,2,130000.0,Бизнес,Новостройки,3,105.0,7,9,1,0,1,1,1,1,1,1,0
3107,2,47000.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
3108,1,40000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
3109,1,71000.0,Бизнес,Вторичный рынок,3,75.0,7,9,1,0,0,0,0,0,0,0,0
3110,1,46000.0,Бизнес,Вторичный рынок,3,72.0,7,9,0,0,0,0,0,0,0,0,0
3111,1,34000.0,Частное лицо,Вторичный рынок,2,44.0,1,4,0,0,0,0,0,0,1,1,0
3112,1,29300.0,Бизнес,Вторичный рынок,1,38.0,2,5,1,0,1,1,1,1,1,1,0
3113,1,68999.0,Бизнес,Вторичный рынок,4,83.0,2,5,0,0,1,1,1,1,1,1,0
3114,2,44000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
3115,1,39000.0,Бизнес,Вторичный рынок,1,34.0,2,4,1,1,1,1,1,1,1,1,0
3116,0,39500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
3117,0,50500.0,Бизнес,Вторичный рынок,3,65.0,3,4,1,0,1,1,1,1,1,1,0
3118,0,44500.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,1,1,1,1,1,1,1,0
3119,0,33900.0,Бизнес,Вторичный рынок,1,30.0,1,4,0,0,1,1,1,1,1,1,0
3120,0,25000.0,Бизнес,Вторичный рынок,1,38.0,5,5,0,0,0,1,0,0,1,1,0
3121,1,47500.0,Бизнес,Вторичный рынок,2,50.0,4,5,1,0,0,0,0,0,0,0,0
3122,0,45000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
3123,2,37000.0,Бизнес,Вторичный рынок,1,28.0,4,5,0,0,0,1,1,1,1,1,0
3124,0,40500.0,Бизнес,Вторичный рынок,2,45.0,4,5,0,0,1,1,1,1,1,1,0
3125,0,58500.0,Бизнес,Вторичный рынок,4,80.0,1,5,0,0,1,1,1,1,1,1,0
3126,2,85000.0,Бизнес,Вторичный рынок,5,130.0,6,9,0,0,1,1,1,1,1,1,0
3127,2,61000.0,Бизнес,Вторичный рынок,3,60.0,2,5,1,0,1,1,1,1,1,1,0
3128,0,41500.0,Бизнес,Вторичный рынок,2,45.0,1,4,0,0,1,1,1,1,1,1,0
3129,0,35500.0,Бизнес,Вторичный рынок,1,46.0,4,4,0,0,1,1,1,1,1,1,0
3130,2,75000.0,Бизнес,Вторичный рынок,4,125.0,9,9,0,0,1,1,1,1,1,1,0
3131,0,35500.0,Бизнес,Вторичный рынок,1,40.0,4,9,1,0,1,1,1,1,1,1,0
3132,1,54500.0,Бизнес,Вторичный рынок,3,63.0,1,4,0,0,1,1,1,1,1,1,0
3133,1,40000.0,Бизнес,Вторичный рынок,2,56.0,3,5,1,1,1,1,1,1,1,1,0
3134,0,30500.0,Бизнес,Вторичный рынок,1,30.0,3,4,0,0,1,1,1,1,1,1,0
3135,2,43000.0,Бизнес,Вторичный рынок,1,40.0,12,12,0,0,1,1,1,1,1,1,0
3136,1,31000.0,Бизнес,Вторичный рынок,1,38.0,3,4,0,0,1,1,1,1,1,1,0
3137,2,95000.0,Бизнес,Вторичный рынок,4,100.0,10,12,1,1,1,1,1,1,1,1,0
3138,1,57000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,0,0,1,1,0
3139,2,125000.0,Бизнес,Новостройки,3,79.0,5,9,1,0,0,0,0,0,0,0,0
3140,0,39500.0,Бизнес,Вторичный рынок,2,45.0,1,4,0,0,1,1,1,1,1,1,0
3141,0,43500.0,Бизнес,Вторичный рынок,2,42.0,5,5,1,0,1,1,1,1,1,1,0
3142,1,35000.0,Бизнес,Вторичный рынок,2,56.0,9,9,0,0,1,1,1,1,1,1,0
3143,2,45000.0,Бизнес,Вторичный рынок,3,68.0,4,4,1,0,1,1,1,1,1,1,0
3144,0,30500.0,Бизнес,Вторичный рынок,1,35.0,4,5,0,0,1,1,1,1,1,1,0
3145,0,30500.0,Бизнес,Вторичный рынок,1,38.0,4,4,0,0,1,1,1,1,1,1,0
3146,2,46500.0,Бизнес,Вторичный рынок,1,25.0,3,5,1,0,1,1,1,1,1,1,0
3147,2,64000.0,Бизнес,Вторичный рынок,3,90.0,4,12,0,0,1,1,1,1,1,1,0
3148,0,68000.0,Бизнес,Новостройки,3,80.0,6,10,0,0,0,0,0,0,0,0,0
3149,1,51500.0,Бизнес,Вторичный рынок,3,75.0,8,9,0,0,1,1,1,1,1,1,0
3150,1,320000.0,Бизнес,Новостройки,6,220.0,1,2,1,0,0,0,0,0,0,0,1
3151,1,82000.0,Бизнес,Новостройки,5,109.0,5,5,1,1,1,1,1,1,1,1,0
3152,1,42999.0,Бизнес,Вторичный рынок,2,58.0,1,5,0,0,1,1,1,1,1,1,0
3153,1,63000.0,Бизнес,Вторичный рынок,1,45.0,2,4,1,1,1,1,1,1,1,1,0
3154,0,42500.0,Бизнес,Вторичный рынок,2,48.0,3,5,1,0,1,1,1,1,1,1,0
3155,2,45000.0,Бизнес,Вторичный рынок,2,60.0,5,5,1,0,1,1,1,1,1,1,0
3156,0,31500.0,Бизнес,Вторичный рынок,1,25.0,2,5,1,1,1,1,1,1,1,1,0
3157,1,72000.0,Бизнес,Вторичный рынок,3,70.0,5,9,1,1,1,1,1,1,1,1,0
3158,1,45500.0,Бизнес,Вторичный рынок,4,90.0,5,5,0,0,1,1,1,1,1,1,0
3159,0,50000.0,Бизнес,Вторичный рынок,2,60.0,5,9,0,0,1,1,1,1,1,1,0
3160,2,46500.0,Бизнес,Новостройки,3,75.0,2,5,0,0,1,1,1,1,1,1,0
3161,0,47000.0,Бизнес,Вторичный рынок,3,61.0,2,4,0,0,1,1,1,1,1,1,0
3162,0,31500.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,1,1,1,1,1,1,1,0
3163,2,58500.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
3164,1,38000.0,Бизнес,Вторичный рынок,2,56.0,7,9,0,0,1,1,1,1,1,1,0
3165,1,37999.0,Бизнес,Вторичный рынок,1,38.0,3,4,0,0,1,1,1,1,1,1,0
3166,1,55000.0,Бизнес,Вторичный рынок,2,60.0,5,9,1,0,0,0,0,0,0,0,0
3167,0,57000.0,Бизнес,Вторичный рынок,3,65.0,1,4,1,0,1,1,1,1,1,1,0
3168,0,45000.0,Бизнес,Вторичный рынок,2,48.0,5,5,0,0,1,1,1,1,1,1,0
3169,0,42000.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,0,1,1,1,1,1,1,0
3170,0,33500.0,Бизнес,Вторичный рынок,1,42.0,1,4,0,0,1,1,1,1,1,1,0
