Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
0,65000.0,Частное лицо,Новостройки,3,81.0,5,5,1,0,1,1,1,1,1,1,0
1,32300.0,Бизнес,Вторичный рынок,1,39.0,3,5,0,0,1,1,1,1,1,1,0
2,42900.0,Бизнес,Новостройки,2,54.0,5,5,1,0,0,0,0,0,0,0,0
0,29000.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
0,18000.0,Бизнес,Вторичный рынок,1,31.0,2,2,0,0,0,0,1,0,1,0,0
1,100000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,0,0,0,0,0,0,0
0,32000.0,Бизнес,Вторичный рынок,1,28.0,2,4,0,0,1,1,1,1,1,1,0
0,31500.0,Бизнес,Вторичный рынок,1,25.0,4,4,1,0,1,1,1,1,1,1,0
2,37000.0,Бизнес,Вторичный рынок,2,57.0,2,9,0,0,0,0,0,0,0,0,0
0,27500.0,Бизнес,Вторичный рынок,1,28.0,4,4,0,0,1,1,1,1,1,1,0
1,175000.0,Бизнес,Новостройки,3,115.0,1,7,1,1,1,1,1,1,1,0,0
1,125000.0,Частное лицо,Вторичный рынок,3,110.0,4,5,1,1,1,1,1,1,1,1,0
0,29800.0,Бизнес,Вторичный рынок,1,30.0,3,4,0,0,0,0,0,0,0,0,0
2,37000.0,Бизнес,Вторичный рынок,2,55.0,9,9,0,0,1,1,1,1,1,1,0
2,46000.0,Бизнес,Вторичный рынок,2,56.0,5,5,0,0,1,1,1,1,1,1,0
2,98500.0,Бизнес,Вторичный рынок,3,100.0,4,5,1,0,1,1,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,2,47.0,4,4,0,0,1,1,1,1,1,1,0
1,110000.0,Частное лицо,Новостройки,3,93.0,3,8,1,0,1,1,1,0,1,1,0
2,124999.0,Бизнес,Новостройки,3,104.0,2,8,1,1,1,1,1,1,1,0,0
0,55000.0,Бизнес,Вторичный рынок,3,64.0,1,4,0,0,1,1,1,1,1,1,0
0,54500.0,Бизнес,Вторичный рынок,2,54.0,1,4,1,0,0,0,0,0,0,0,0
1,39000.0,Бизнес,Вторичный рынок,2,57.0,5,5,1,0,0,0,0,0,0,0,0
1,44500.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
1,50000.0,Бизнес,Вторичный рынок,3,65.0,3,4,0,0,1,1,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,1,42.0,2,5,1,0,1,1,1,1,1,1,0
0,157000.0,Бизнес,Новостройки,4,182.7,7,9,0,0,1,1,0,0,1,1,0
0,31500.0,Бизнес,Вторичный рынок,1,34.0,3,4,0,0,0,0,0,0,0,0,0
2,55000.0,Бизнес,Вторичный рынок,2,65.0,5,9,0,0,1,1,1,1,1,1,0
0,30000.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
0,47000.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,0,0,0,0,0,0,0
2,28000.0,Бизнес,Вторичный рынок,1,5.0,5,9,0,0,0,0,0,0,0,0,0
2,72000.0,Бизнес,Вторичный рынок,2,60.0,7,9,1,0,0,0,0,0,0,0,0
0,51000.0,Бизнес,Вторичный рынок,3,65.0,2,4,0,0,1,1,1,1,1,1,0
1,80000.0,Бизнес,Вторичный рынок,4,90.0,2,4,0,0,0,0,0,0,0,0,0
1,103000.0,Бизнес,Новостройки,3,86.0,4,9,1,0,1,1,1,1,1,1,0
1,76000.0,Бизнес,Вторичный рынок,5,108.0,3,9,0,0,0,0,0,0,0,0,0
0,33500.0,Бизнес,Вторичный рынок,1,42.0,2,4,0,1,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,50.0,3,5,1,0,1,1,1,1,1,1,0
0,33001.0,Бизнес,Вторичный рынок,1,30.0,1,4,0,0,1,1,1,1,1,1,0
0,56000.0,Бизнес,Вторичный рынок,4,77.0,5,5,0,0,1,1,1,1,1,1,0
2,36800.0,Частное лицо,Вторичный рынок,2,50.0,5,5,0,1,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,3,78.0,4,4,0,0,0,0,0,0,0,0,0
1,58900.0,Бизнес,Вторичный рынок,3,71.0,5,9,1,0,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,2,48.0,1,4,0,1,1,1,1,1,1,1,0
2,49000.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
1,35000.0,Бизнес,Новостройки,1,47.0,5,9,0,0,0,0,0,0,0,0,0
0,38000.0,Бизнес,Вторичный рынок,2,54.0,4,4,0,0,1,1,1,1,1,1,0
0,48700.0,Бизнес,Вторичный рынок,2,48.0,3,4,1,0,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,3,91.0,5,5,0,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Новостройки,2,54.0,5,5,1,1,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,2,60.0,2,4,1,0,1,1,1,1,1,1,0
0,40000.0,Бизнес,Вторичный рынок,2,50.0,3,4,0,0,0,0,0,0,0,0,0
0,85000.0,Бизнес,Вторичный рынок,3,96.0,2,4,0,0,1,1,1,1,1,1,0
0,48000.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,0,0,0,0,0,0,0
0,56500.0,Бизнес,Вторичный рынок,4,100.0,7,9,0,0,0,0,0,0,0,0,0
1,50000.0,Бизнес,Вторичный рынок,1,43.0,4,4,1,0,0,0,0,0,0,0,0
2,43000.0,Бизнес,Вторичный рынок,2,50.0,3,5,0,0,1,1,1,1,1,1,0
2,41000.0,Бизнес,Вторичный рынок,1,40.0,5,12,1,0,1,1,1,1,1,1,0
2,78000.0,Бизнес,Вторичный рынок,4,100.0,3,9,0,0,1,1,1,1,1,1,0
1,38000.0,Бизнес,Вторичный рынок,1,38.0,2,4,0,0,0,0,0,0,0,0,0
0,50000.0,Бизнес,Вторичный рынок,3,75.0,4,4,1,0,1,1,1,1,1,1,0
2,120000.0,Бизнес,Новостройки,5,193.0,1,6,0,0,1,1,1,1,1,1,0
0,50000.0,Бизнес,Вторичный рынок,3,70.0,4,4,0,0,1,1,1,1,1,1,0
2,46000.0,Бизнес,Вторичный рынок,1,45.0,9,10,1,0,0,0,0,0,0,0,0
1,155000.0,Бизнес,Новостройки,4,182.7,7,9,0,0,0,0,0,0,0,0,0
2,77000.0,Бизнес,Вторичный рынок,3,75.0,4,9,1,0,0,0,0,0,0,0,0
0,27500.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
1,66500.0,Бизнес,Вторичный рынок,4,93.0,4,5,1,0,0,0,0,0,0,0,0
1,41999.0,Бизнес,Вторичный рынок,2,60.0,3,5,0,0,0,0,0,0,0,0,0
1,79000.0,Частное лицо,Вторичный рынок,3,85.0,3,4,0,0,1,1,1,1,1,1,0
1,95000.0,Бизнес,Вторичный рынок,4,100.0,4,9,0,1,1,1,1,1,1,1,0
0,33000.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
0,33000.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
0,46000.0,Бизнес,Вторичный рынок,2,58.42,8,9,1,0,0,0,0,0,0,0,0
1,70000.0,Бизнес,Вторичный рынок,4,80.0,3,4,0,0,1,1,0,1,1,1,0
0,40200.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,0,1,1,1,1,1,1,0
1,142974.0,Бизнес,Новостройки,4,117.0,2,8,0,0,1,1,1,1,1,1,0
0,29000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
2,49500.0,Бизнес,Вторичный рынок,3,67.0,4,4,0,0,1,1,1,1,1,1,0
1,41999.0,Бизнес,Вторичный рынок,2,54.0,1,4,0,0,1,1,1,1,1,1,0
1,39400.0,Бизнес,Вторичный рынок,2,44.0,3,11,0,0,0,0,0,0,0,0,0
0,45500.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,1,1,1,1,1,1,0
1,65000.0,Бизнес,Вторичный рынок,4,84.0,2,5,0,0,0,0,0,0,0,0,0
0,35000.0,Бизнес,Вторичный рынок,2,30.0,1,4,1,0,1,1,1,1,1,1,0
0,38000.0,Частное лицо,Вторичный рынок,2,47.14,4,4,0,0,1,1,1,0,1,1,0
1,58000.0,Бизнес,Вторичный рынок,2,50.0,1,3,0,1,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,1,1,1,1,1,1,0
2,89000.0,Частное лицо,Новостройки,6,134.8,8,9,0,0,1,1,0,0,0,1,0
0,38000.0,Частное лицо,Вторичный рынок,4,84.0,1,4,1,1,0,0,0,0,0,0,0
1,32000.0,Частное лицо,Вторичный рынок,1,30.0,1,4,1,0,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,45.0,5,5,0,0,1,1,1,1,1,1,0
0,48000.0,Бизнес,Вторичный рынок,2,65.0,4,5,1,1,1,1,1,1,1,1,0
2,100000.0,Бизнес,Вторичный рынок,5,126.0,3,5,1,0,1,1,1,1,1,1,0
0,31000.0,Бизнес,Вторичный рынок,1,42.0,4,4,1,1,1,1,1,1,1,1,0
1,36000.0,Бизнес,Вторичный рынок,1,38.0,4,7,1,0,0,0,0,0,0,0,0
0,44000.0,Бизнес,Вторичный рынок,3,57.0,4,5,0,0,1,1,1,1,1,1,0
2,125000.0,Бизнес,Новостройки,3,103.0,2,8,1,0,0,0,0,0,0,0,0
0,33500.0,Бизнес,Вторичный рынок,2,30.0,1,4,1,0,1,1,1,1,1,1,0
0,27000.0,Бизнес,Новостройки,1,30.0,1,6,0,0,0,1,1,0,1,0,0
1,37900.0,Бизнес,Вторичный рынок,2,58.0,4,4,0,0,1,1,1,1,1,1,0
0,51500.0,Бизнес,Вторичный рынок,3,70.0,4,4,0,0,0,0,0,0,0,0,0
1,44000.0,Бизнес,Новостройки,3,60.0,2,5,0,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Новостройки,2,66.0,3,9,1,0,0,0,0,0,0,0,0
2,280000.0,Бизнес,Новостройки,4,227.0,5,8,0,0,0,0,0,0,0,0,0
0,39500.0,Бизнес,Вторичный рынок,2,45.0,1,4,0,0,1,1,1,1,1,1,0
2,48500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,1,1,1,1,1,1,0
0,33200.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,0,0,0,0,0,0,0
1,57000.0,Бизнес,Вторичный рынок,4,108.0,4,5,1,0,0,0,0,0,0,0,0
1,49000.0,Бизнес,Вторичный рынок,2,46.0,2,5,1,0,0,0,0,0,0,0,0
0,37000.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
2,67000.0,Бизнес,Вторичный рынок,3,80.0,4,9,0,0,1,1,1,0,1,1,0
1,46500.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,0,0,0,0,0,0,0
1,55000.0,Бизнес,Вторичный рынок,2,54.0,3,4,0,0,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,4,85.0,1,9,0,0,0,0,0,0,0,0,0
0,42000.0,Бизнес,Вторичный рынок,2,45.0,5,5,0,0,1,1,1,1,1,1,0
1,43000.0,Частное лицо,Вторичный рынок,3,70.0,5,5,1,0,0,0,0,0,0,0,0
0,46200.0,Бизнес,Вторичный рынок,3,72.0,4,4,0,0,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,3,70.0,4,4,0,0,1,1,1,1,1,1,0
2,94000.0,Бизнес,Вторичный рынок,3,77.0,4,4,0,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,41.0,4,9,1,0,1,1,1,1,1,1,0
0,38500.0,Бизнес,Вторичный рынок,2,46.0,3,4,0,0,1,1,1,1,1,1,0
0,32700.0,Бизнес,Вторичный рынок,1,42.0,3,5,0,0,0,0,0,0,0,0,0
0,37500.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
2,29000.0,Бизнес,Вторичный рынок,1,30.0,5,9,1,0,1,1,1,1,1,1,0
0,51500.0,Бизнес,Вторичный рынок,3,75.0,1,4,0,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Вторичный рынок,2,65.0,5,9,1,1,1,1,1,1,1,1,0
1,46000.0,Частное лицо,Вторичный рынок,3,65.0,2,5,1,0,0,1,0,0,1,1,0
1,76000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,0,1,1,1,1,1,1,0
0,67000.0,Бизнес,Вторичный рынок,3,75.0,3,4,1,0,0,0,0,0,0,0,0
0,57000.0,Бизнес,Вторичный рынок,3,67.0,3,5,0,0,1,1,1,1,1,1,0
2,84000.0,Бизнес,Вторичный рынок,5,118.0,6,9,0,0,0,0,0,0,0,0,0
0,46000.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,0,1,1,1,1,1,1,0
1,65500.0,Частное лицо,Вторичный рынок,4,97.0,3,4,1,1,0,1,1,1,1,1,0
0,51000.0,Бизнес,Вторичный рынок,3,60.0,3,4,0,0,1,1,1,1,1,1,0
1,45500.0,Бизнес,Вторичный рынок,2,40.0,4,5,1,1,1,0,0,0,1,1,0
2,599000.0,Бизнес,Новостройки,5,240.0,9,9,1,0,0,0,0,0,0,0,0
2,56000.0,Бизнес,Вторичный рынок,2,68.0,3,4,0,0,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,2,60.0,9,9,1,1,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,2,55.0,4,5,0,0,1,1,1,1,1,1,0
0,39500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
2,115000.0,Бизнес,Вторичный рынок,4,95.0,2,4,1,0,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
0,38500.0,Бизнес,Вторичный рынок,3,47.0,4,4,1,1,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,3,77.0,5,4,0,0,1,1,1,1,1,1,0
0,31500.0,Бизнес,Вторичный рынок,1,30.0,1,4,0,0,0,0,0,0,0,0,0
1,41900.0,Бизнес,Вторичный рынок,2,60.0,4,5,0,0,1,1,1,1,1,1,0
0,28500.0,Бизнес,Вторичный рынок,1,30.0,3,4,0,0,1,1,1,1,1,1,0
0,44000.0,Бизнес,Новостройки,2,45.0,1,1,0,0,1,1,1,1,1,1,0
0,39000.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
0,48000.0,Бизнес,Вторичный рынок,3,60.0,3,4,1,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Новостройки,4,100.0,1,4,0,0,0,0,0,0,0,0,0
1,45200.0,Бизнес,Вторичный рынок,2,55.0,2,4,1,0,0,0,0,0,0,0,0
0,41500.0,Бизнес,Вторичный рынок,2,62.0,4,5,0,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,42.0,1,5,1,0,1,1,1,1,1,1,0
0,50000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
0,30500.0,Бизнес,Вторичный рынок,1,38.0,4,4,0,0,1,1,1,1,1,1,0
0,28500.0,Бизнес,Вторичный рынок,2,30.0,2,4,1,0,0,0,0,0,0,0,0
2,99000.0,Бизнес,Новостройки,3,80.0,5,10,0,0,0,0,1,1,0,0,0
1,75000.0,Бизнес,Вторичный рынок,5,154.0,7,8,0,0,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,3,77.0,4,4,0,0,1,1,1,1,1,1,0
1,34500.0,Бизнес,Вторичный рынок,1,45.0,9,9,0,0,1,1,1,1,1,1,0
1,50000.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,1,1,1,1,1,1,0
1,66500.0,Бизнес,Вторичный рынок,4,93.0,4,5,1,0,0,0,0,0,0,0,0
0,37000.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,0,0,0,0,0,0,0,0
2,75000.0,Бизнес,Новостройки,2,60.0,4,7,0,0,1,1,1,1,1,1,0
0,64000.0,Бизнес,Вторичный рынок,3,78.0,3,4,1,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
1,34500.0,Бизнес,Вторичный рынок,2,60.0,4,5,0,0,1,1,1,1,1,1,0
0,61000.0,Бизнес,Вторичный рынок,4,80.0,5,5,1,0,1,1,1,1,1,1,0
2,165000.0,Бизнес,Новостройки,3,105.0,2,9,1,0,0,0,0,0,0,0,0
1,78000.0,Бизнес,Вторичный рынок,3,82.0,1,9,1,0,1,0,0,0,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,47.0,1,4,0,0,1,1,1,1,1,1,0
0,39000.0,Бизнес,Вторичный рынок,1,28.0,1,4,1,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,2,55.0,4,4,1,0,1,1,1,1,1,1,0
2,53000.0,Бизнес,Вторичный рынок,2,83.0,3,9,0,0,1,1,1,1,1,1,0
1,54000.0,Бизнес,Вторичный рынок,2,58.0,4,4,0,0,1,1,1,1,1,1,0
1,28500.0,Бизнес,Вторичный рынок,1,43.0,4,4,0,0,1,1,1,1,1,1,0
2,107000.0,Бизнес,Новостройки,3,100.0,8,10,1,0,1,1,1,1,1,1,0
2,152000.0,Бизнес,Новостройки,4,112.0,4,8,0,0,0,0,0,0,0,0,0
2,55000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,1,1,1,1,1,1,1,0
1,47500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,0,0,0,0,0,0,0
1,34500.0,Бизнес,Новостройки,2,60.0,4,4,0,0,1,1,1,1,1,1,0
0,57000.0,Бизнес,Вторичный рынок,3,70.0,1,5,0,0,1,1,1,1,1,1,0
2,51500.0,Бизнес,Вторичный рынок,3,70.0,9,9,1,0,1,1,1,1,1,1,0
1,50700.0,Бизнес,Вторичный рынок,2,52.0,1,4,1,0,0,0,0,0,0,0,0
1,36500.0,Бизнес,Вторичный рынок,2,48.0,1,4,0,0,1,1,1,1,1,1,0
0,28300.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
1,51000.0,Бизнес,Вторичный рынок,2,60.0,2,9,1,0,0,0,0,0,0,0,0
0,56000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
0,37500.0,Бизнес,Вторичный рынок,2,42.0,3,5,1,0,1,1,1,1,1,1,0
1,69500.0,Бизнес,Вторичный рынок,3,70.0,4,4,1,0,1,1,1,1,1,1,0
0,37000.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
1,46000.0,Бизнес,Вторичный рынок,2,55.0,4,4,1,0,1,1,1,1,0,1,0
2,75000.0,Бизнес,Вторичный рынок,1,40.0,2,4,1,1,1,1,1,1,1,1,0
0,35500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
0,40500.0,Бизнес,Вторичный рынок,2,52.0,4,4,0,0,1,1,1,1,1,1,0
0,46000.0,Бизнес,Вторичный рынок,4,92.0,4,5,0,0,1,1,1,1,1,1,0
0,45490.0,Бизнес,Вторичный рынок,3,70.0,4,4,1,0,0,0,0,0,0,0,0
1,55000.0,Бизнес,Вторичный рынок,3,92.0,5,5,1,1,1,1,1,1,1,1,0
0,28500.0,Бизнес,Вторичный рынок,1,28.0,2,5,0,0,1,1,1,1,1,1,0
2,75000.0,Бизнес,Вторичный рынок,4,90.0,5,5,1,0,1,1,1,1,1,1,0
0,76000.0,Бизнес,Вторичный рынок,3,75.0,4,5,1,1,1,1,1,1,1,1,0
0,46500.0,Бизнес,Новостройки,4,90.0,5,5,0,0,1,1,1,1,1,1,0
1,83000.0,Частное лицо,Новостройки,3,80.0,3,4,1,0,0,0,0,0,1,0,0
0,41000.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,47.0,2,4,0,0,1,1,1,1,1,1,0
1,24000.0,Бизнес,Вторичный рынок,1,30.0,7,9,1,0,1,1,1,1,1,0,0
2,84500.0,Бизнес,Вторичный рынок,4,118.0,6,9,0,0,0,0,0,0,0,0,0
1,55000.0,Бизнес,Новостройки,2,84.0,5,9,0,0,1,1,1,1,1,1,0
0,45000.0,Бизнес,Вторичный рынок,2,50.0,1,4,1,0,1,1,1,1,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,2,47.0,4,6,1,0,1,1,1,1,1,1,0
1,48000.0,Бизнес,Вторичный рынок,2,53.0,2,4,0,1,1,1,1,1,1,1,0
2,63500.0,Бизнес,Вторичный рынок,3,60.0,4,4,1,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,42.0,1,4,1,0,1,1,1,0,1,1,0
0,48000.0,Бизнес,Вторичный рынок,2,60.0,1,4,1,0,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,3,64.0,3,4,1,1,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,57.0,4,5,1,0,1,1,1,1,1,1,0
0,44000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
0,75000.0,Бизнес,Новостройки,3,80.0,4,9,0,0,1,1,1,1,1,1,0
0,68000.0,Бизнес,Новостройки,3,94.0,2,7,0,0,1,1,1,1,1,1,0
0,70000.0,Бизнес,Вторичный рынок,3,75.0,3,9,1,0,1,1,1,1,1,1,0
2,77000.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,0,0,0,0,0,0,0
2,34800.0,Бизнес,Вторичный рынок,1,30.0,3,4,1,1,1,1,1,1,1,1,0
0,56000.0,Бизнес,Вторичный рынок,3,62.0,2,5,1,1,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,2,45.0,2,4,1,0,1,1,1,1,1,1,0
0,28000.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,0,1,1,1,1,1,1,0
1,65000.0,Бизнес,Вторичный рынок,4,86.0,4,4,1,0,0,0,0,0,0,0,0
2,51000.0,Бизнес,Вторичный рынок,1,45.0,7,9,1,0,1,1,1,1,1,1,0
0,38000.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,1,1,1,1,1,1,1,0
0,39700.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
1,41000.0,Бизнес,Новостройки,1,40.0,5,7,0,0,1,1,1,1,1,1,0
0,69000.0,Бизнес,Вторичный рынок,3,72.0,4,5,1,0,0,0,0,0,0,0,0
0,28000.0,Бизнес,Вторичный рынок,1,28.0,4,4,1,1,1,1,1,1,1,1,0
1,86000.0,Бизнес,Вторичный рынок,4,96.0,4,4,0,0,1,1,1,1,1,1,0
0,69000.0,Бизнес,Вторичный рынок,3,72.0,4,5,1,1,1,1,1,1,1,1,0
0,36000.0,Частное лицо,Вторичный рынок,2,50.0,4,5,1,0,0,1,1,1,1,1,0
1,62000.0,Бизнес,Новостройки,3,70.0,3,8,0,0,1,1,1,1,1,1,0
0,36000.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,0,0,0,0,0,0,0
0,42500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
2,52000.0,Бизнес,Вторичный рынок,2,52.0,4,5,1,0,1,1,1,1,1,1,0
0,42500.0,Бизнес,Вторичный рынок,2,50.0,3,5,0,0,1,1,1,1,1,1,0
0,50000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,1,42.0,2,5,1,1,1,1,1,1,1,1,0
0,37500.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
1,67000.0,Бизнес,Вторичный рынок,3,75.0,6,9,1,1,1,1,1,1,1,1,0
0,54000.0,Бизнес,Вторичный рынок,3,63.0,2,4,1,0,1,1,1,1,1,1,0
1,46000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,2,66.0,9,9,1,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,1,1,1,1,1,1,1,0
1,83000.0,Бизнес,Новостройки,2,72.0,3,10,0,0,1,1,1,1,1,1,0
0,31000.0,Бизнес,Вторичный рынок,1,35.0,4,5,1,0,0,0,0,0,0,0,0
0,39000.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,1,1,1,1,1,1,1,0
1,58000.0,Бизнес,Вторичный рынок,3,67.0,2,4,1,1,1,1,1,1,1,1,0
0,48500.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,0,1,1,1,1,1,1,0
0,32700.0,Бизнес,Вторичный рынок,1,33.0,3,5,0,0,1,1,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,1,1,1,1,1,1,1,0
1,42000.0,Бизнес,Новостройки,3,75.0,5,9,0,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,3,65.0,4,4,0,0,1,1,1,1,1,1,0
1,45000.0,Бизнес,Вторичный рынок,2,42.0,4,5,1,0,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,4,80.0,1,9,0,0,0,0,0,0,0,0,0
2,85000.0,Бизнес,Вторичный рынок,2,60.0,1,4,0,0,1,1,1,0,1,1,0
1,43000.0,Бизнес,Вторичный рынок,2,52.0,5,5,0,0,1,1,1,1,1,1,0
1,36000.0,Частное лицо,Вторичный рынок,1,46.0,4,4,0,0,0,0,0,0,0,0,0
1,36300.0,Бизнес,Новостройки,2,48.0,2,7,0,0,0,0,0,0,0,0,0
0,35000.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
0,44000.0,Бизнес,Вторичный рынок,2,45.0,3,4,1,0,1,1,1,1,1,1,0
0,42000.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,28.0,2,4,0,0,1,1,1,1,1,1,0
0,55500.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,1,1,1,1,1,1,0
1,39806.0,Бизнес,Новостройки,2,61.24,6,7,0,0,1,0,1,1,0,0,0
0,43500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,0,0,0,0,0,0,0
2,66000.0,Бизнес,Вторичный рынок,2,65.0,3,9,0,0,1,1,1,1,1,1,0
0,51000.0,Бизнес,Вторичный рынок,3,70.0,4,4,1,0,1,1,1,1,1,1,0
2,65000.0,Бизнес,Вторичный рынок,3,65.0,5,5,0,0,1,1,1,1,1,1,0
2,69000.0,Бизнес,Вторичный рынок,3,70.0,7,9,0,0,1,1,1,1,1,1,0
0,45000.0,Бизнес,Вторичный рынок,3,75.0,9,9,0,0,1,1,1,1,1,1,0
