Location,Prices,Xususiy biznes,Turar joyi,Xonalar,Umumiy maydoni,Etaj,Max etaj,Mebel,Televizor,Shifoxona,Bolalar bogchasi,Kongilochar joy,Yashil maydon,Avtoturargoh,Maktab,HovliDom
0,49500.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,0,1,1,1,1,1,1,0
2,60000.0,Бизнес,Вторичный рынок,2,65.0,5,9,1,0,1,1,1,1,1,1,0
1,66000.0,Бизнес,Вторичный рынок,3,77.0,1,5,0,0,1,1,1,1,1,1,0
2,45000.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
1,48900.0,Бизнес,Вторичный рынок,3,45.0,2,5,1,1,1,1,1,1,1,1,0
1,52000.0,Бизнес,Вторичный рынок,3,65.0,2,4,1,0,0,0,0,0,0,0,0
1,85000.0,Бизнес,Новостройки,3,75.0,4,8,1,0,1,1,1,1,1,1,0
2,53500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,0,1,1,1,1,1,1,0
0,25000.0,Бизнес,Вторичный рынок,2,40.0,1,2,0,0,0,1,0,0,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
1,78000.0,Бизнес,Вторичный рынок,3,93.0,3,5,0,0,0,0,0,0,0,0,0
0,31500.0,Бизнес,Вторичный рынок,1,33.0,2,4,0,0,1,1,1,1,1,1,0
0,35000.0,Бизнес,Вторичный рынок,1,40.0,4,9,1,0,1,1,1,1,1,1,0
2,100000.0,Бизнес,Вторичный рынок,4,85.0,3,4,0,1,1,1,1,1,1,1,0
0,49500.0,Бизнес,Вторичный рынок,3,65.0,2,4,0,0,1,1,1,1,1,1,0
2,83000.0,Бизнес,Вторичный рынок,2,60.0,2,9,1,1,1,1,1,1,1,1,0
0,92000.0,Бизнес,Новостройки,3,110.0,4,5,1,0,0,0,0,0,0,0,0
1,54000.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,0,1,1,1,1,1,1,0
1,37000.0,Бизнес,Вторичный рынок,1,42.0,2,4,0,0,0,0,0,0,0,0,0
0,28500.0,Бизнес,Вторичный рынок,3,50.0,1,2,0,0,1,1,1,0,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,34.0,2,4,0,0,1,1,1,1,1,1,0
2,90000.0,Бизнес,Вторичный рынок,3,72.0,6,9,1,1,1,1,1,1,1,1,0
0,61000.0,Бизнес,Вторичный рынок,4,80.0,1,5,1,0,1,1,1,1,1,1,0
1,27500.0,Бизнес,Вторичный рынок,1,31.0,2,4,1,1,1,1,1,1,1,1,0
2,55000.0,Бизнес,Вторичный рынок,1,40.0,3,5,1,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
2,165000.0,Бизнес,Новостройки,3,103.0,5,8,1,1,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,3,45.0,2,4,0,0,1,1,1,1,1,1,0
1,49000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,1,1,1,1,1,1,0
2,77000.0,Бизнес,Вторичный рынок,2,70.0,4,7,0,0,0,0,0,0,0,0,0
0,51000.0,Бизнес,Вторичный рынок,4,95.0,9,9,0,0,1,1,1,1,1,1,0
0,42500.0,Бизнес,Вторичный рынок,2,46.0,4,4,1,0,0,0,0,0,0,0,0
2,66000.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,1,1,1,1,1,1,0
2,79000.0,Бизнес,Вторичный рынок,4,116.0,5,9,1,0,1,1,1,1,1,1,0
1,62000.0,Бизнес,Вторичный рынок,3,65.0,7,9,1,0,0,0,0,0,0,0,0
0,30500.0,Бизнес,Вторичный рынок,1,28.0,4,5,0,0,1,1,1,1,1,1,0
2,53000.0,Бизнес,Вторичный рынок,2,60.0,2,9,0,0,1,1,1,1,1,1,0
1,195000.0,Бизнес,Новостройки,3,125.0,3,10,1,0,0,0,0,0,0,0,0
2,125000.0,Бизнес,Новостройки,3,103.0,2,8,1,0,0,0,0,0,0,0,0
0,36500.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,1,0,0,0,0,0,0,0
1,57000.0,Бизнес,Вторичный рынок,3,72.0,2,4,0,0,1,1,1,1,1,1,0
1,64000.0,Бизнес,Вторичный рынок,2,60.0,3,9,1,0,0,0,0,0,0,0,0
1,36500.0,Бизнес,Вторичный рынок,2,54.0,5,9,0,0,1,1,0,0,0,0,0
0,35500.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Вторичный рынок,2,50.0,1,5,0,0,1,1,1,1,1,1,0
1,43000.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,0,0,0,0,0,0,0
0,37500.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
1,77000.0,Бизнес,Вторичный рынок,3,70.0,1,4,0,0,0,0,0,0,0,0,0
0,31500.0,Бизнес,Вторичный рынок,1,27.0,4,4,1,0,1,1,1,1,1,1,0
1,72000.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,0,0,0,0,0,0,0
2,58000.0,Бизнес,Вторичный рынок,3,75.0,8,9,0,0,1,1,1,1,1,1,0
1,42000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,0,0,0,0,0,0,0,0
1,56000.0,Бизнес,Вторичный рынок,2,60.0,8,9,0,0,1,1,1,1,1,1,0
2,72000.0,Бизнес,Вторичный рынок,3,78.0,4,5,0,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Вторичный рынок,2,60.0,4,9,0,0,1,1,1,1,1,1,0
1,59000.0,Бизнес,Вторичный рынок,2,50.0,4,5,1,0,0,0,0,0,0,0,0
0,47300.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
0,92000.0,Бизнес,Новостройки,3,110.0,4,5,1,0,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,2,56.0,3,4,0,0,1,1,1,1,1,1,0
1,72000.0,Бизнес,Вторичный рынок,2,60.0,3,4,1,0,0,0,0,0,0,0,0
0,38000.0,Бизнес,Вторичный рынок,1,28.0,1,4,1,0,1,1,1,1,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
1,85000.0,Бизнес,Вторичный рынок,3,73.0,3,4,1,1,1,1,1,1,1,1,0
0,48500.0,Бизнес,Вторичный рынок,2,52.0,4,4,1,1,1,1,1,1,1,1,0
2,38000.0,Бизнес,Вторичный рынок,1,28.0,4,5,1,1,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,46.0,3,4,1,0,1,1,1,1,1,1,0
0,56000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
1,14000.0,Бизнес,Вторичный рынок,1,20.0,6,9,0,0,1,0,0,0,0,1,0
1,116000.0,Бизнес,Вторичный рынок,4,90.0,2,4,1,0,0,0,0,0,0,0,0
2,43999.0,Бизнес,Новостройки,1,30.0,7,12,0,1,1,1,1,1,1,1,0
2,69000.0,Бизнес,Вторичный рынок,3,70.0,3,4,0,0,1,1,1,1,1,1,0
0,35500.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,1,0,0,0,0,0,0,0
1,142000.0,Бизнес,Вторичный рынок,3,80.0,3,4,1,0,0,0,0,0,0,0,0
0,35000.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
1,130000.0,Бизнес,Новостройки,3,95.0,1,10,0,1,1,1,1,1,1,0,0
1,54000.0,Бизнес,Вторичный рынок,1,45.0,9,9,1,0,1,1,1,1,1,1,0
0,39000.0,Бизнес,Вторичный рынок,2,50.0,2,4,0,1,1,1,1,1,1,0,0
2,69000.0,Бизнес,Вторичный рынок,1,55.0,4,9,1,0,0,0,0,0,0,0,0
0,43500.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
1,53000.0,Бизнес,Вторичный рынок,3,70.0,3,9,0,0,1,1,1,1,1,1,0
2,33800.0,Бизнес,Новостройки,2,56.4,2,7,0,0,1,1,0,0,0,1,0
2,130000.0,Бизнес,Вторичный рынок,3,126.0,6,12,1,0,1,1,1,1,1,1,0
2,75000.0,Бизнес,Вторичный рынок,4,100.0,7,9,0,0,1,1,1,1,1,1,0
0,38000.0,Бизнес,Вторичный рынок,1,28.0,1,4,1,1,1,1,1,1,1,1,0
1,95000.0,Частное лицо,Вторичный рынок,4,95.0,4,4,1,1,1,1,1,1,1,1,0
2,98000.0,Бизнес,Вторичный рынок,2,90.0,4,9,1,0,1,1,1,1,1,1,0
1,79000.0,Бизнес,Вторичный рынок,4,88.47,2,4,0,0,1,1,1,1,1,1,0
1,260000.0,Бизнес,Новостройки,3,128.0,3,8,0,0,1,1,1,1,1,1,0
1,52499.0,Бизнес,Вторичный рынок,3,73.0,3,9,0,0,0,0,0,0,0,0,0
0,29500.0,Бизнес,Вторичный рынок,1,30.0,1,4,0,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,2,48.0,1,5,0,0,1,1,1,1,1,1,0
2,66000.0,Бизнес,Вторичный рынок,3,75.0,9,9,1,1,1,1,1,1,1,1,0
0,54500.0,Бизнес,Вторичный рынок,2,50.0,1,4,1,0,1,1,1,1,1,1,0
1,66999.0,Бизнес,Вторичный рынок,4,80.0,3,4,0,0,1,1,1,1,1,1,0
2,132000.0,Бизнес,Вторичный рынок,3,71.6,1,4,0,0,1,1,1,1,1,1,0
1,94000.0,Бизнес,Вторичный рынок,3,80.0,2,7,1,1,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,1,1,1,1,1,1,0
2,38000.0,Бизнес,Вторичный рынок,1,28.0,4,5,1,0,1,1,1,1,1,1,0
0,34500.0,Бизнес,Вторичный рынок,1,42.0,4,5,0,0,1,1,1,1,1,1,0
1,70000.0,Бизнес,Вторичный рынок,2,55.0,2,5,0,0,1,1,1,1,1,1,0
2,51000.0,Бизнес,Вторичный рынок,3,70.0,9,9,0,0,1,1,1,1,1,1,0
1,42500.0,Бизнес,Вторичный рынок,2,58.0,4,5,0,0,1,1,1,1,1,1,0
1,85000.0,Частное лицо,Вторичный рынок,5,110.0,2,4,0,0,1,0,0,1,1,1,0
1,83500.0,Частное лицо,Новостройки,3,75.5,4,8,1,0,1,1,1,1,1,1,0
2,91000.0,Бизнес,Вторичный рынок,4,98.0,1,5,1,0,1,1,1,1,1,1,0
1,85000.0,Бизнес,Вторичный рынок,3,75.0,3,9,1,1,1,1,1,1,1,1,0
0,45300.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
1,40000.0,Бизнес,Вторичный рынок,2,58.0,2,5,1,1,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,2,60.0,6,9,0,0,1,1,1,1,1,1,0
1,61000.0,Бизнес,Вторичный рынок,1,45.0,9,9,1,0,1,1,1,1,1,1,0
0,56000.0,Бизнес,Вторичный рынок,3,70.0,3,5,1,0,1,1,1,1,1,1,0
0,61000.0,Бизнес,Вторичный рынок,3,72.0,3,4,0,0,1,1,1,1,1,1,0
2,51000.0,Бизнес,Вторичный рынок,2,65.0,9,9,1,0,1,1,1,1,1,1,0
2,67000.0,Бизнес,Вторичный рынок,3,65.0,4,4,0,0,1,1,1,1,1,1,0
2,52000.0,Бизнес,Вторичный рынок,2,55.0,6,9,1,1,1,1,1,1,1,1,0
1,45000.0,Бизнес,Вторичный рынок,2,56.0,1,4,0,1,1,1,1,1,1,1,0
0,56000.0,Бизнес,Вторичный рынок,4,80.0,4,4,0,0,1,1,1,1,1,1,0
0,34500.0,Бизнес,Вторичный рынок,1,30.0,4,4,1,0,1,1,1,1,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,28.0,4,4,0,0,1,1,1,1,1,1,0
1,96000.0,Бизнес,Вторичный рынок,3,85.0,1,4,1,0,1,1,1,1,1,1,0
1,5200.0,Частное лицо,Новостройки,1,13.0,1,1,0,1,1,1,1,1,1,1,0
1,36500.0,Бизнес,Вторичный рынок,1,30.0,2,5,1,0,1,1,1,1,1,1,0
0,51500.0,Бизнес,Вторичный рынок,2,60.0,5,9,1,0,1,1,1,1,1,1,0
1,31500.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,0,0,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,2,42.0,4,4,0,0,1,1,1,1,1,1,0
1,41000.0,Бизнес,Вторичный рынок,2,60.0,5,5,0,0,1,1,1,1,1,1,0
0,35500.0,Бизнес,Вторичный рынок,1,33.0,4,4,1,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,28.0,2,4,0,0,1,1,1,1,1,1,0
0,29500.0,Бизнес,Вторичный рынок,1,33.0,4,4,0,0,1,1,1,1,1,1,0
2,46000.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,0,0,0,0,0,0,0
0,39500.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,1,0,0,0,0,0,0,0
2,71000.0,Бизнес,Вторичный рынок,2,55.0,2,4,1,1,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,2,52.0,3,4,1,1,0,0,1,1,1,1,0
2,215000.0,Бизнес,Новостройки,4,125.0,7,8,1,1,1,1,1,1,1,1,0
1,60000.0,Бизнес,Вторичный рынок,3,65.0,2,5,1,0,1,1,1,1,1,1,0
2,49000.0,Бизнес,Вторичный рынок,1,31.0,2,4,0,0,1,1,1,1,1,1,0
2,75000.0,Бизнес,Вторичный рынок,4,120.0,9,9,0,0,1,1,1,1,1,1,0
0,31500.0,Бизнес,Вторичный рынок,1,33.0,2,4,0,0,1,1,1,1,1,1,0
0,45000.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,1,1,1,1,1,1,1,0
0,54500.0,Бизнес,Вторичный рынок,2,50.0,1,4,0,0,1,1,1,1,1,1,0
2,93000.0,Бизнес,Новостройки,4,128.0,5,5,0,0,1,1,1,1,1,1,0
2,152000.0,Бизнес,Новостройки,3,111.0,5,8,0,0,1,1,1,1,1,1,0
2,42000.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,0,0,0,0,0,0,0
0,34499.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,0,0,0
1,46000.0,Бизнес,Вторичный рынок,2,70.0,8,9,0,0,1,1,1,1,1,1,0
2,67000.0,Бизнес,Вторичный рынок,2,59.0,4,4,1,0,0,0,0,0,0,0,0
0,29000.0,Бизнес,Вторичный рынок,1,25.0,1,4,0,0,1,1,1,1,1,1,0
0,33500.0,Бизнес,Вторичный рынок,1,30.0,1,4,1,0,1,1,1,1,1,1,0
2,120000.0,Бизнес,Новостройки,3,90.0,6,7,1,1,1,1,1,1,1,1,0
2,61300.0,Бизнес,Вторичный рынок,3,4.0,4,4,0,0,1,1,1,1,1,1,0
0,44000.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,0,1,1,1,1,1,1,0
0,54500.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,0,1,1,1,1,1,1,0
2,75000.0,Бизнес,Вторичный рынок,3,72.0,9,9,1,0,0,0,0,0,0,0,0
0,26880.0,Бизнес,Новостройки,1,48.0,8,9,0,0,1,1,1,1,1,1,0
0,38640.0,Бизнес,Новостройки,3,69.0,8,9,0,0,0,0,0,0,0,0,0
1,26000.0,Бизнес,Вторичный рынок,1,27.0,1,4,0,0,0,0,0,0,0,0,0
0,30500.0,Бизнес,Вторичный рынок,1,28.0,4,5,0,0,1,1,1,1,1,1,0
0,30500.0,Бизнес,Вторичный рынок,1,33.0,1,4,0,0,1,1,1,1,1,1,0
2,52000.0,Бизнес,Вторичный рынок,2,45.0,3,4,0,0,0,0,0,0,0,0,0
1,63500.0,Бизнес,Вторичный рынок,2,65.0,5,5,1,0,1,1,1,1,1,1,0
0,28000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
1,75000.0,Бизнес,Вторичный рынок,2,53.0,8,8,1,1,1,1,1,1,1,1,0
0,36000.0,Бизнес,Вторичный рынок,1,30.0,2,4,0,0,0,0,0,0,0,0,0
1,36999.0,Бизнес,Новостройки,2,77.0,11,12,0,0,1,1,1,1,1,1,0
0,64000.0,Бизнес,Вторичный рынок,3,68.0,4,4,0,0,0,0,0,0,0,0,0
2,92000.0,Бизнес,Вторичный рынок,4,85.0,3,4,1,1,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,50.0,1,4,1,0,1,1,1,1,1,1,0
0,38000.0,Бизнес,Вторичный рынок,2,48.0,3,4,0,1,1,1,1,1,1,1,0
0,29000.0,Бизнес,Вторичный рынок,1,30.0,2,5,0,0,0,0,0,0,0,0,0
0,62000.0,Бизнес,Вторичный рынок,4,100.0,8,9,0,0,1,1,1,1,1,1,0
2,180000.0,Бизнес,Новостройки,4,100.0,7,8,1,1,1,1,1,1,1,1,0
1,45500.0,Бизнес,Вторичный рынок,2,58.0,3,5,1,0,1,1,1,1,1,1,0
0,22500.0,Бизнес,Вторичный рынок,2,41.0,4,4,0,0,1,1,1,1,1,1,0
2,127000.0,Бизнес,Новостройки,3,110.0,3,8,0,0,1,1,1,1,1,1,0
0,54000.0,Бизнес,Вторичный рынок,3,91.0,3,4,0,0,1,1,1,1,1,1,0
2,77000.0,Бизнес,Вторичный рынок,4,96.0,4,9,0,0,1,1,1,1,1,1,0
0,62950.0,Бизнес,Вторичный рынок,3,70.0,2,4,1,0,0,0,0,0,0,0,0
0,30500.0,Бизнес,Вторичный рынок,1,28.0,3,5,1,0,1,1,1,1,1,1,0
0,37000.0,Бизнес,Вторичный рынок,2,50.0,4,4,0,0,1,1,1,1,1,1,0
1,104000.0,Бизнес,Вторичный рынок,2,95.0,6,6,1,0,0,0,0,0,0,0,0
0,37000.0,Бизнес,Вторичный рынок,1,33.0,1,4,0,0,1,1,1,1,1,1,0
1,119500.0,Бизнес,Новостройки,3,92.0,2,9,0,0,0,0,0,0,0,0,0
2,69000.0,Бизнес,Вторичный рынок,3,72.0,5,9,0,0,1,1,1,1,1,1,0
2,54000.0,Бизнес,Вторичный рынок,2,50.0,4,4,1,1,0,0,0,0,0,0,0
0,41000.0,Бизнес,Вторичный рынок,2,60.0,4,5,1,0,1,1,1,1,1,1,0
0,46500.0,Бизнес,Вторичный рынок,2,45.0,3,5,1,1,1,1,1,1,1,1,0
0,36000.0,Бизнес,Вторичный рынок,2,48.0,4,4,1,0,1,1,1,1,1,1,0
2,33500.0,Бизнес,Вторичный рынок,1,28.0,2,5,0,0,1,1,1,1,1,1,0
0,57500.0,Бизнес,Вторичный рынок,4,78.0,4,4,0,0,0,0,0,0,0,0,0
1,59500.0,Бизнес,Вторичный рынок,3,70.0,1,5,1,0,0,0,0,0,0,0,0
0,41000.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
1,58000.0,Бизнес,Вторичный рынок,2,65.0,5,9,0,0,0,0,0,0,0,0,0
2,79000.0,Бизнес,Вторичный рынок,2,70.0,4,7,0,0,1,1,1,1,1,1,0
2,123000.0,Бизнес,Вторичный рынок,2,82.0,6,6,0,0,1,1,1,1,1,1,0
2,115000.0,Бизнес,Вторичный рынок,3,75.0,5,10,1,0,1,1,1,1,1,1,0
0,60500.0,Бизнес,Вторичный рынок,2,65.0,9,9,1,1,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,0,1,1,1,1,1,1,0
1,51500.0,Бизнес,Вторичный рынок,2,75.0,2,5,0,0,0,0,0,0,0,0,0
0,399960.0,Частное лицо,Новостройки,1,120.0,1,5,1,0,1,0,0,0,0,0,0
0,38000.0,Бизнес,Вторичный рынок,1,25.0,1,4,1,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,3,65.0,4,4,0,0,1,1,1,1,1,1,0
1,56000.0,Бизнес,Вторичный рынок,3,68.0,2,4,0,0,0,0,0,0,0,0,0
0,57500.0,Бизнес,Вторичный рынок,3,57.0,4,4,0,0,0,0,0,0,0,0,0
0,43000.0,Бизнес,Вторичный рынок,3,48.0,2,4,0,0,1,1,1,1,1,1,0
2,27900.0,Бизнес,Вторичный рынок,1,34.0,3,4,0,0,0,0,0,0,0,0,0
2,49000.0,Бизнес,Вторичный рынок,1,28.0,3,5,0,0,1,1,1,1,1,1,0
0,35800.0,Бизнес,Вторичный рынок,1,33.0,3,4,1,0,1,1,1,1,1,1,0
2,72000.0,Бизнес,Вторичный рынок,3,88.0,3,9,1,0,1,1,1,1,1,1,0
2,50000.0,Бизнес,Вторичный рынок,2,46.0,2,5,0,0,1,1,1,1,1,1,0
0,42500.0,Бизнес,Вторичный рынок,2,56.0,2,4,0,0,1,1,1,1,1,1,0
0,30500.0,Бизнес,Вторичный рынок,1,33.0,2,4,0,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,3,66.0,4,5,1,0,1,1,1,1,1,1,0
2,44999.0,Бизнес,Вторичный рынок,2,60.0,3,4,0,0,1,1,1,1,1,1,0
0,36800.0,Бизнес,Вторичный рынок,2,48.0,4,4,0,0,1,1,1,1,1,1,0
0,32000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
0,48950.0,Бизнес,Вторичный рынок,3,70.0,3,4,1,0,0,0,0,0,0,0,0
0,33500.0,Бизнес,Вторичный рынок,1,28.0,4,4,0,0,1,1,1,1,1,1,0
0,37000.0,Бизнес,Вторичный рынок,2,52.0,5,5,0,0,1,1,1,1,1,1,0
1,87500.0,Бизнес,Новостройки,3,67.0,4,9,0,0,0,0,0,0,0,0,0
0,41500.0,Бизнес,Вторичный рынок,2,46.0,3,4,0,0,0,0,0,0,0,0,0
1,24999.0,Бизнес,Новостройки,1,52.0,12,12,0,0,1,1,1,1,1,1,0
2,28000.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,0,1,1,1,1,1,1,0
0,54000.0,Бизнес,Вторичный рынок,3,73.0,2,9,1,0,1,1,1,1,1,1,0
2,66000.0,Бизнес,Вторичный рынок,2,60.0,3,5,1,0,0,0,0,0,0,0,0
2,55000.0,Бизнес,Вторичный рынок,2,65.0,9,9,0,0,0,0,0,0,0,0,0
0,42000.0,Бизнес,Вторичный рынок,2,65.0,6,9,0,0,1,1,1,1,1,1,0
0,68000.0,Бизнес,Вторичный рынок,4,67.0,4,4,0,0,0,0,0,0,0,0,0
0,41500.0,Бизнес,Вторичный рынок,2,48.0,2,4,0,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,3,65.0,4,4,1,0,1,1,1,1,1,1,0
0,42000.0,Бизнес,Вторичный рынок,2,48.0,1,4,0,0,1,1,1,1,1,1,0
0,28100.0,Бизнес,Вторичный рынок,1,30.0,4,4,0,1,1,1,1,1,1,1,0
0,49000.0,Бизнес,Вторичный рынок,2,60.0,9,9,0,0,0,0,0,0,0,0,0
0,34000.0,Бизнес,Вторичный рынок,1,34.0,2,4,0,0,1,1,1,1,1,1,0
0,36500.0,Бизнес,Вторичный рынок,2,46.0,1,5,1,0,1,1,1,1,1,1,0
0,27500.0,Бизнес,Вторичный рынок,1,33.0,4,4,1,0,1,1,1,1,1,1,0
0,50000.0,Бизнес,Вторичный рынок,2,54.0,3,4,1,0,0,0,0,0,0,0,0
0,46500.0,Бизнес,Вторичный рынок,2,45.0,1,4,1,0,1,1,1,1,1,1,0
1,70000.0,Бизнес,Новостройки,2,58.0,1,6,1,0,0,0,0,0,0,0,0
2,69000.0,Бизнес,Вторичный рынок,3,80.0,4,5,0,0,0,0,0,0,0,0,0
0,95000.0,Бизнес,Вторичный рынок,4,126.0,1,4,1,1,0,0,0,0,0,0,0
0,38500.0,Бизнес,Вторичный рынок,2,45.0,4,4,1,0,1,1,1,1,1,1,0
0,52000.0,Бизнес,Вторичный рынок,3,54.0,4,4,1,0,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,3,65.0,3,5,0,0,1,1,1,1,1,1,0
0,146000.0,Бизнес,Вторичный рынок,3,135.0,1,4,0,0,0,0,0,0,0,0,0
2,58000.0,Бизнес,Вторичный рынок,3,72.0,4,4,0,0,1,1,1,1,1,1,0
0,59000.0,Бизнес,Вторичный рынок,3,60.0,2,5,0,0,1,1,1,1,1,1,0
2,43000.0,Бизнес,Вторичный рынок,1,51.0,7,12,0,0,1,1,1,1,1,1,0
0,58000.0,Бизнес,Вторичный рынок,2,50.0,2,4,1,0,1,1,1,1,1,1,0
0,44500.0,Бизнес,Вторичный рынок,2,50.0,3,4,1,0,1,1,1,1,1,1,0
0,55500.0,Бизнес,Вторичный рынок,3,65.0,3,4,0,1,1,1,1,1,1,1,0
0,39500.0,Бизнес,Новостройки,1,40.0,3,7,1,1,1,1,1,1,1,1,0
1,29000.0,Бизнес,Новостройки,1,30.0,4,4,0,1,1,1,1,1,1,1,0
2,91000.0,Бизнес,Вторичный рынок,1,40.0,1,4,1,1,1,1,1,1,1,1,0
1,39499.0,Бизнес,Вторичный рынок,2,53.0,2,4,1,1,1,1,1,1,1,1,0
0,30200.0,Бизнес,Вторичный рынок,1,40.0,4,5,0,0,1,1,1,1,1,1,0
0,27500.0,Бизнес,Вторичный рынок,1,25.0,4,4,0,1,1,1,1,1,1,1,0
0,51000.0,Бизнес,Вторичный рынок,3,68.0,4,4,1,0,1,1,1,1,1,1,0
1,63000.0,Бизнес,Вторичный рынок,4,90.0,4,4,0,1,1,1,1,1,1,1,0
1,36500.0,Бизнес,Вторичный рынок,2,58.0,4,5,0,0,1,1,1,1,1,1,0
0,41800.0,Бизнес,Вторичный рынок,2,45.0,4,4,0,0,1,1,1,1,1,1,0
0,41000.0,Бизнес,Вторичный рынок,1,42.0,1,4,1,1,1,1,1,1,1,1,0
2,76000.0,Бизнес,Вторичный рынок,4,100.0,8,9,1,0,1,1,1,1,1,1,0
0,32500.0,Бизнес,Вторичный рынок,1,28.0,4,4,1,0,1,1,1,1,1,1,0
0,38500.0,Бизнес,Вторичный рынок,2,52.0,5,5,0,0,1,1,1,1,1,1,0
1,51000.0,Бизнес,Вторичный рынок,2,41.0,3,5,1,0,0,0,0,0,0,0,0
2,81000.0,Бизнес,Вторичный рынок,3,75.0,6,9,1,1,1,1,1,1,1,1,0
0,75000.0,Бизнес,Новостройки,3,80.0,4,9,1,0,1,1,1,1,1,1,0
0,46800.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,1,1,1,1,1,1,0
0,32500.0,Бизнес,Вторичный рынок,1,28.0,2,4,1,1,1,1,1,1,1,1,0
0,43500.0,Бизнес,Вторичный рынок,2,52.0,3,4,0,0,1,1,1,1,1,1,0
0,45500.0,Бизнес,Вторичный рынок,2,60.0,4,9,1,0,1,1,1,1,1,1,0
2,33800.0,Бизнес,Новостройки,2,564.0,2,7,0,0,0,1,1,0,0,1,0
2,33800.0,Бизнес,Новостройки,2,56.4,2,7,0,0,1,1,1,1,1,1,0
0,95000.0,Бизнес,Вторичный рынок,3,95.0,5,8,0,0,1,1,1,1,1,1,0
2,70000.0,Бизнес,Новостройки,2,66.0,3,9,0,0,0,0,0,0,0,0,0
0,45500.0,Бизнес,Вторичный рынок,2,45.0,2,4,0,1,1,1,1,1,1,1,0
2,56000.0,Бизнес,Вторичный рынок,2,65.0,7,9,0,0,1,1,1,1,1,1,0
1,70000.0,Бизнес,Вторичный рынок,2,60.0,4,4,1,1,1,1,1,1,1,1,0
